product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
44,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",174.45,16.48,clothing,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,181,Khaki,small,0.4,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,2016-10-24,3.3,957,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,1.3,470,free,19.3
45,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",198.34,20.38,electronics,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,824,Aquamarine,small,4.0,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,2014-02-05,4.0,951,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,4.6,601,standard,21.86
46,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",840.83,25.75,electronics,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,231,Indigo,small,3.1,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,2013-03-25,1.4,84,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,2.5,674,standard,15.7
47,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",180.69,0.32,clothing,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,235,Pink,small,1.8,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,2022-06-27,1.3,753,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,4.0,156,express,45.1
48,in faucibus orci luctus et ultrices posuere cubilia curae mauris,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",155.34,29.43,electronics,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,652,Goldenrod,small,3.5,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,2021-03-08,4.3,76,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,2.7,381,express,29.94
49,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",480.97,6.19,beauty,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,448,Teal,extra large,4.7,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2014-01-20,2.6,199,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,2.1,1000,standard,4.55
50,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",718.01,10.7,electronics,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,297,Yellow,medium,4.5,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,2022-02-18,1.9,107,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,3.1,305,standard,10.04
51,tellus nisi eu orci mauris lacinia sapien quis libero nullam,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",456.31,19.99,clothing,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,959,Purple,small,0.5,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,2019-03-15,3.9,338,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,3.3,79,free,6.78
52,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",310.8,46.13,beauty,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,480,Mauv,extra large,2.2,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,2014-06-29,1.9,523,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,2.3,486,free,12.08
53,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",68.13,31.62,clothing,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,741,Pink,medium,3.5,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,2018-12-09,2.1,28,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,3.4,610,standard,28.34
54,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,309.21,33.84,home decor,praesent lectus vestibulum quam sapien varius ut blandit non interdum,945,Green,small,0.8,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,2012-10-05,4.6,989,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,3.4,120,standard,20.4
55,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",928.67,10.16,beauty,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,30,Blue,extra large,3.8,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,2013-11-13,4.9,403,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,1.0,306,standard,23.4
56,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",842.51,21.93,clothing,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,563,Red,medium,8.2,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2018-05-17,3.1,616,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,1.7,214,express,45.79
57,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",606.26,12.7,electronics,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,710,Yellow,large,7.0,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2010-08-10,4.0,747,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,1.5,336,standard,20.03
58,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",370.12,30.67,clothing,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,395,Pink,medium,8.2,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,2016-12-25,1.6,98,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,3.5,259,free,36.86
59,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",929.97,0.65,electronics,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,813,Mauv,medium,3.8,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,2015-03-12,4.6,965,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,3.8,212,free,12.49
60,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,477.98,44.97,home decor,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,236,Puce,medium,3.5,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2013-06-02,2.8,836,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2.1,989,express,13.46
61,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",310.95,36.49,toys,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,185,Crimson,small,3.6,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,2019-12-15,1.1,473,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,2.9,312,free,43.59
62,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,629.44,32.63,beauty,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,443,Khaki,small,5.9,augue aliquam erat volutpat in congue etiam justo etiam pretium,2012-10-20,3.1,231,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,1.6,398,standard,39.29
63,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",222.95,1.77,toys,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,52,Yellow,large,0.8,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,2014-12-16,1.1,58,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,1.6,338,standard,4.99
64,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,In hac habitasse platea dictumst.,147.78,13.24,electronics,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,906,Maroon,large,6.3,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,2011-02-11,1.7,477,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,4.7,540,free,34.68
